username,full_text,clean_text,dominant_topic,topic_label,topic_prob,prob_topik_0,prob_topik_1,prob_topik_2,prob_topik_3,prob_topik_4,prob_topik_5
yOiJuwonn,YAALLAH AKU NYESEK BACANYA 😭 HEH SHOPEE @ShopeeCare  ANJING LU YA,yaallah aku nyesek bacanya heh shopee anjing kamu ya,5,Penawaran Bantuan Resolusi,0.8328025443093968,0.03333396567958355,0.033421918682216986,0.03359560610027489,0.03349020610621487,0.03335575912231292,0.8328025443093968
keccrot,@sosmedkeras @tinutuanenakk @ShopeeCare nih,ini,4,Keluhan Status Pelacakan,0.5826642365857565,0.08369305647908698,0.08333333870938232,0.08333334999368408,0.08364267904587258,0.5826642365857565,0.08333333918621753
Hunbunsweetyy,@petongmom @sosmedkeras gw jg gedeg anjr @ShopeeCare,saya juga gedeg anjr,4,Keluhan Status Pelacakan,0.7209378325421512,0.05562353109677996,0.055555570632760364,0.055555601977492215,0.0567718916987895,0.7209378325421512,0.05555557205202674
ShopeeID,"@17krnwt Hai kak 17krnwt, maaf ya udah buat kamu ngga nyaman karena kendala yg kamu alami. Biar bisa aku bantu pengecekan, kamu bisa infoin username dan no pesanan kamu ke DM Social Media kita @shopeeID/@shopeecare ya Kak. Semoga kendala km dapat segera terselesaikan yaa kak. Sehat",hai kakak 17krnwt maaf ya sudah buat kamu tidak_nyaman karena kendala yang kamu alami biar bisa aku bantu pengecekan kamu bisa informasikan username dan _n_o_m_o_r_ _p_e_s_a_n_a_n_ kamu ke dm social media kita ya kakak semoga kendala kamu dapat segera terselesaikan ya kakak sehat,5,Penawaran Bantuan Resolusi,0.857861139562925,0.004089320572101836,0.004084862834217756,0.12580111739600036,0.004086495482568612,0.00407706415218645,0.857861139562925
citrachi212,@sosmedkeras @ShopeeCare,,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
maxxiemovs,@ShopeeCare ck dm PAKET GUA STUCK UDA MENUJU 3 HARI UPDATE AN GA ADA KESEL BGTBDAH GUA,ck dm paket saya tertahan sudah menuju 3 hari pembaruan an tidak_ada kesal bgtbdah saya,4,Keluhan Status Pelacakan,0.8165374968922869,0.01669763348542109,0.01668409451353755,0.11661643983028862,0.01673201274226162,0.8165374968922869,0.016732322536204113
maxxiemovs,"@ShopeeCare uda aku bales tu, cek lg",sudah aku balas tu cek lagi,3,Durasi Pengiriman Barang,0.5269122345587084,0.027794157454363894,0.027950918111271303,0.3610147302743819,0.5269122345587084,0.028056175924961714,0.02827178367631281
szvniverse,@ShopeeCare yang bermasalah mitra mu @PosIndo kenapa yang rugi pengguna Shopee nya? Kirim dari tanggal 4 Juni tanggal 11 Juni dari pihak Shopee status udah di kurir ekspedisi kok malah seller Shopee yang kena cancel?,yang bermasalah mitra mu kenapa yang rugi pengguna shopee nya kirim dari tanggal 4 juni tanggal 11 juni dari pihak shopee status sudah di kurir ekspedisi kok malah seller shopee yang kena batalkan,3,Durasi Pengiriman Barang,0.5267323019587223,0.24783728006854072,0.006951074277939351,0.0069708011967512225,0.5267323019587223,0.2045270305420336,0.006981511956012877
leejen_o_480,"@ShopeeID @ShopeeCare Baik, sudah saya dm ka",baik sudah saya dm kakak,2,Pengecekan via Direct Message,0.5274713677543776,0.02779510748249497,0.028081642642588625,0.5274713677543776,0.02796122547477126,0.36067899131442316,0.028011665331344412
dhikaafbrn,@ShopeeID @ShopeeCare Alamat gue di Bandung tp pas nyampe malah diputerin lg ke Depok wkwk janggal bgt jujur. Tolong dong disidak dc nya @ShopeeID @ShopeeCare https://t.co/s6KX8kNSnD,alamat saya di bandung tapi pas sampai malah diputerin lagi ke depok wkwk janggal banget jujur tolong disidak dc nya,3,Durasi Pengiriman Barang,0.7005783634546612,0.012847584840860956,0.01282051714441052,0.012920469274755106,0.7005783634546612,0.24798421785682548,0.01284884742848672
dhikaafbrn,"@ShopeeID @ShopeeCare 
Gue order parfum tgl 6 May tp yg dtg cm packaging &amp; box parfum yg rusak trs parfumnya jg ilang. Gue jg order hoodie tgl 6 and guess what? Yang sampe karung goni &amp; baju kotor. Ini alamat gua udh ditandain sm oknum apa gmn? Kedua paket gue kena begal semua. https://t.co/KxgCXI1bhA",saya order parfum tanggal 6 may tapi yang dtg cm packaging amp box parfum yang rusak trs parfumnya juga hilang saya juga order hoodie tanggal 6 and guess what yang sampai karung goni amp baju kotor ini alamat saya sudah ditandain sama oknum apa bagaimana kedua paket saya kena begal semua,4,Keluhan Status Pelacakan,0.6421078195481167,0.15968497825983746,0.006416206019488572,0.0064157086415749425,0.1789540687275079,0.6421078195481167,0.006421218803474379
HeldbyMeidiana,"admin cek dm ya
@ShopeeCare",admin cek dm ya,2,Pengecekan via Direct Message,0.8327797857731388,0.03333335570009892,0.033607726783620825,0.8327797857731388,0.03339477357272395,0.033416786355798915,0.03346757181461847
personyni,@ShopeeCare cek DM ihh min :'(,cek dm ihh min,2,Pengecekan via Direct Message,0.7914494827910267,0.041666672621354726,0.041707588095240854,0.7914494827910267,0.0416667187193709,0.04176805554252305,0.04174148223048376
alfarizich,"Cek dm min
@ShopeeCare",cek dm min,2,Pengecekan via Direct Message,0.7914494827910267,0.041666672621354726,0.041707588095240854,0.7914494827910267,0.0416667187193709,0.04176805554252305,0.04174148223048376
makeulittle,bete banget udaaah 1/24 jam ttp gaa bisaaaaaaaaa @ShopeeCare @ShopeePay_ID ??! https://t.co/l5w2yq4R9x,bete banget udaah 1 24 jam ttp gaa bisaa,3,Durasi Pengiriman Barang,0.7207939889784165,0.055722348580142474,0.05555560259290369,0.05555569912731987,0.7207939889784165,0.0567936413409604,0.055578719380256915
napina_,"niat nya beli galon lewat shopee karna lebih murah ongkirnya kebetulan di alfagift, indomaret dan astro gaada 
dan udh budget segitu ya tolong jangan disuruh nambah lagi, kalo mau ya dari awal aja kasih sekalian mahal @ShopeeCare @ShopeeID https://t.co/8LLIHs8AI9",niat nya beli galon lewat shopee karena lebih murah ongkirnya kebetulan di alfagift indomaret dan astro tidak_ada dan sudah budget segitu ya tolong jangan_disuruh nambah lagi kalau mau ya dari awal saja kasih sekalian mahal,3,Durasi Pengiriman Barang,0.9578952879056516,0.008372207945032979,0.008391445427096364,0.00849039189390989,0.9578952879056516,0.008435206666208254,0.008415460162100825
chiballoreo,@yoona_alyssa @ShopeeCare scam,penipuan,0,Operasional Kurir dan Transaksi Pengiriman,0.5831603630929899,0.5831603630929899,0.08333338077982448,0.08333347892979177,0.08350599509656127,0.08333339804609685,0.08333338405473573
akkugaktau,@sosmedkeras @ShopeeCare @ShopeePay_ID @ShopeeID,,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
maxxiemovs,@ShopeeCare tlg bantui skrg,tolong bantui sekarang,4,Keluhan Status Pelacakan,0.7216712467934883,0.05555559052240435,0.05555557038945572,0.05588254535158378,0.05577947525604431,0.7216712467934883,0.05555557168702341
hearts2shot,"@ShopeeCare halo admin, bisa bantu batalin pemesanan karena tertipu ngga?",halo admin bisa bantu batalin pemesanan karena tertipu tidak,5,Penawaran Bantuan Resolusi,0.36396745206360254,0.028243138493747027,0.35974421624976155,0.02799153748636165,0.19185222849727093,0.02820142720925637,0.36396745206360254
FaraAstryani,Jadi karena permasalahan yang gak kunjung kelar gue terpaksa mencurangi system shopee. Pemakaian split payment lebih didukung tidak kena pemeriksaan dibanding fullpayment tapi malah kena indikasi barang palsu. @ShopeeCare,jadi karena permasalahan yang tidak_kunjung kelar saya terpaksa mencurangi system shopee pemakaian split payment lebih didukung tidak_kena pemeriksaan dibanding fullpayment tapi malah kena indikasi barang palsu,3,Durasi Pengiriman Barang,0.923930642867142,0.015192082612484718,0.015178086284625707,0.015159843071530933,0.923930642867142,0.01534749177177114,0.015191853392445357
personyni,@ShopeeCare cek DM asap min,cek dm asap min,2,Pengecekan via Direct Message,0.7914494827910267,0.041666672621354726,0.041707588095240854,0.7914494827910267,0.0416667187193709,0.04176805554252305,0.04174148223048376
Laavenderr__,@ShopeeCare tolong bales DM ya mksh,tolong balas dm ya mksh,2,Pengecekan via Direct Message,0.8329578513964194,0.03333334603416493,0.0334143762858245,0.8329578513964194,0.03337943816256675,0.033470818468790624,0.03344416965223364
FaraAstryani,"Gue jualan produk original selalu ditakedown shopee tapi giliran produk non ori malah bisa masuk. Jadi gimana caranya penjual produk non ori bisa masukin barang ke shopee tanpa kena takedown / pemeriksaan?

@ShopeeCare",saya jualan produk original selalu ditakedown shopee tapi giliran produk non ori malah bisa masuk jadi bagaimana caranya penjual produk non ori bisa masukkan barang ke shopee tanpa_kena takedown pemeriksaan,3,Durasi Pengiriman Barang,0.8704595797600104,0.08761850024785675,0.010423145164351165,0.01045137978674246,0.8704595797600104,0.01053440914648309,0.01051298589455611
maxxiemovs,@ShopeeCare cek dm skrg min paket gua stuck trs,cek dm sekarang min paket saya tertahan trs,4,Keluhan Status Pelacakan,0.6039746185176778,0.0208333468665268,0.020856242055984252,0.3125909937296148,0.020866746556811776,0.6039746185176778,0.02087805227338469
ahmadzark22,@yoona_alyssa @ShopeeID @ShopeeCare @SPX_EXPRESS1 Lawak lu,lawak kamu,2,Pengecekan via Direct Message,0.5820725820758775,0.08333334937919062,0.08333334013920612,0.5820725820758775,0.08357391596531624,0.08333334270140393,0.08435346973900548
ahmadzark22,@DoDoMoDy5 @ShopeeID @ShopeeCare @SPX_EXPRESS1 Wkwkwkw lawak lu,wkwkwkw lawak kamu,2,Pengecekan via Direct Message,0.5820725820758775,0.08333334937919062,0.08333334013920612,0.5820725820758775,0.08357391596531624,0.08333334270140393,0.08435346973900548
hufflesuns,"mau nanya buat yg punya shopee affiliate ini kenapa ya komisinya tbtb hilang? ini baru mau sambungin ke npwp, kira” komisinya bakal balik atau ngga @ShopeeCare",mau bertanya buat yang punya shopee affiliate ini kenapa ya komisinya tiba-tiba hilang ini baru mau sambungin ke npwp kira komisinya bakal kembali atau tidak,3,Durasi Pengiriman Barang,0.5661298259783485,0.10204587610078002,0.009860239741161899,0.009934154509134053,0.5661298259783485,0.30210342924610867,0.00992647442446691
ahmadzark22,Perih perih masa belanja online di @ShopeeID @ShopeeCare negebalikin paket return harus mandiri apa gunanya @SPX_EXPRESS1 kalau tidak bisa melayani paket berasa dirugikan pelanggan harga return hampir cepe lebih https://t.co/8Jj2i8mLiN,perih perih masa belanja online di negebalikin paket return harus mandiri apa gunanya kalau tidak_bisa melayani paket berasa dirugikan pelanggan harga return hampir cepe lebih,3,Durasi Pengiriman Barang,0.8396027647868041,0.10451592486691687,0.013909620165241889,0.01390325975295194,0.8396027647868041,0.014171875461921534,0.013896554966163635
udelllllgsh,@ShopeeCare astagaaa aku tercekikkkkkkkkkkkkkkk https://t.co/X4fc2MaMuw,astagaa aku tercekikk,5,Penawaran Bantuan Resolusi,0.582826673501974,0.08333334918877501,0.08333334016550925,0.08333335534604153,0.0838399389741974,0.08333334282350276,0.582826673501974
Upiltirek1_,"@ShopeeCare cek DM min, ada kendala akun",cek dm min ada kendala akun,2,Pengecekan via Direct Message,0.8799393080160064,0.02434490520876599,0.02382629647215373,0.8799393080160064,0.024035037198801963,0.023845677081848343,0.024008776022423697
susukotakbiru,@ShopeeCare @ShopeeID ini scam kah? promonya kan sampai tgl 30 Juni tp kok gbs di klaim? udh lapor CS dr 5 hari lalu tp jwbnnya cm 'tunggu proses' tlong dong udh bayar langganan masaa gabisa di klaim https://t.co/Uv29BMms7t,ini penipuan kah promonya kan sampai tanggal 30 juni tapi kok gbs di klaim sudah lapor cs dari 5 hari lalu tapi jwbnnya cm tunggu proses tlong sudah bayar langganan masaa tidak_bisa di klaim,4,Keluhan Status Pelacakan,0.5694004552974238,0.008050330608651358,0.007949857386499256,0.007944897362944979,0.3986615276550363,0.5694004552974238,0.00799293168944439
ristanofia,"Cara cek tagihan shopeepaylater yang udah lunas, gimana ya?
Buat bukti pelunasan sih ke KPR
@ShopeeCare",cara cek tagihan shopeepaylater yang sudah lunas bagaimana ya buat bukti pelunasan ke kpr,5,Penawaran Bantuan Resolusi,0.5698481140340584,0.018645822842288058,0.01864539959273443,0.018763758351436666,0.018715442740183975,0.3553814624392984,0.5698481140340584
ShopeeID,"@leejen_o_480 @ShopeeCare Hi Kak kylie, maaf ya udah bikin kamu kecewa terkait kendala dalam pengiriman pesananmu. Biar bisa aku bantu cek kendalanya, Kakak bisa infoin ke aku username Shopee dan nomor pesanan di DM X aku ya Kak. Makasih, sehat selalu ya ^GB",hi kakak kylie maaf ya sudah membuat kamu kecewa terkait kendala dalam pengiriman pesananmu biar bisa aku bantu cek kendalanya kakak bisa informasikan ke aku username shopee dan _n_o_m_o_r_ _p_e_s_a_n_a_n_ di dm x aku ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ _s_e_h_a_t_ _s_e_l_a_l_u_ ya gb,5,Penawaran Bantuan Resolusi,0.9785090810974869,0.004290718030426682,0.004318630015207774,0.004306306623663328,0.0042872481495781455,0.004288016083637069,0.9785090810974869
rawrrus_,"fuck @ShopeeCare @ShopeeID dzolim banget kayak prabowo kimak
duit aku di shopee gabisa diapa2in karna tuduhan klean",fuck dzolim banget seperti prabowo kimak duit aku di shopee tidak_bisa diapa2in karena tuduhan klean,3,Durasi Pengiriman Barang,0.9071820869986109,0.01854493223733733,0.01851852460145372,0.01854629223044534,0.9071820869986109,0.018570193172364177,0.01863797075978862
yepingekon,@ShopeeID @ShopeeCare Solusinya apa????,solusinya apa,3,Durasi Pengiriman Barang,0.5819183694800114,0.08365345656307005,0.08333338531523168,0.0833334908804166,0.5819183694800114,0.08442790854452785,0.08333338921674263
ShopeeID,"@yepingekon Hi Kak Tukang Yeping, Maaf ya atas kendala yang kamu alami. Nantinya, kalo ada pertanyaan terkait Shopee jangan sungkan DM aku di akun X / twitter @shopeeID dan @shopeecare  resmi aku ya, sehat selalu ^SJ",hi kakak tukang yeping maaf ya atas kendala yang kamu alami nantinya kalau ada pertanyaan terkait shopee jangan_sungkan dm aku di akun x twitter dan resmi aku ya _s_e_h_a_t_ _s_e_l_a_l_u_ sj,5,Penawaran Bantuan Resolusi,0.8301079662074746,0.0067471582897958736,0.006706609469614689,0.006753474419380854,0.14299570462351388,0.006689086990220131,0.8301079662074746
arjunakalah,"@ShopeeCare Jangan sampe kalian mengalami hal yg sm seperti saya. 
Teruntuk team shope di bagian refund, barang siapa meringankan bbn org lain mka kamu lg meringankan urusan kmu sendiri",jangan_sampai kalian mengalami hal yang sama seperti saya teruntuk team shope di bagian _p_e_n_g_e_m_b_a_l_i_a_n_ _d_a_n_a_ barang siapa meringankan bbn orang lain mka kamu lagi meringankan urusan kamu sendiri,3,Durasi Pengiriman Barang,0.6844538720677491,0.010452056828494254,0.010420409961062008,0.010550072168679788,0.6844538720677491,0.2736181772710222,0.01050541170299268
arjunakalah,"@ShopeeCare Sekelas e-commerce seperti ini untuk refund uang di bawah 3jt sulit nya minta ampun.
Sy doakn kalian sehat2 semua nya y",sekelas e commerce seperti ini untuk _p_e_n_g_e_m_b_a_l_i_a_n_ _d_a_n_a_ uang di bawah 3jt sulit nya minta ampun saya doakn kalian sehat2 semua nya y,4,Keluhan Status Pelacakan,0.9438713342369994,0.011180766179185961,0.011146608963577066,0.011221493737527738,0.011458134874196798,0.9438713342369994,0.011121662008513063
arjunakalah,"@ShopeeCare Kalian tidak mau melihat/mendengar kan ada 1 keluarga blm makan 3 hari sampe meninggal karena uang refund yg tidak ada ttk penyelesaian nya. 
Jawaban kalian normatif semua.",kalian tidak_mau melihat mendengar kan ada 1 keluarga belum_makan 3 hari sampai meninggal karena uang _p_e_n_g_e_m_b_a_l_i_a_n_ _d_a_n_a_ yang tidak_ada ttk penyelesaian nya jawaban kalian normatif semua,4,Keluhan Status Pelacakan,0.8025932982311252,0.011190689750098513,0.011116777606394238,0.011194788085937688,0.15277816039780712,0.8025932982311252,0.011126285928637195
arjunakalah,"@ShopeeCare Saya ga habis pikir, bukti 2x sudah sy up dsni.. Masih diminta user name lah, kendala nya apa.. Sebelum. Kalian jawab tolong baca kronologis nya. Itu kan d atas kurang jelas apa seh. 
Kaka2 yg cantik yg ganteng, tolong y, dibantu untuk pengemblian uang nya.",saya tidak_habis pikir bukti 2x sudah saya up dsni masih diminta user name lah kendala nya apa sebelum kalian jawab tolong baca kronologis nya itu kan d atas kurang_jelas apa seh kaka2 yang cantik yang ganteng tolong y dibantu untuk pengemblian uang nya,4,Keluhan Status Pelacakan,0.7329035995878252,0.13712321861752638,0.006728620279049822,0.10970063101236796,0.0067488191337672435,0.7329035995878252,0.006795111369463254
leejen_o_480,"@ShopeeID @ShopeeCare  kali ini pelayanan lu jelek bnget sumpah, sampai sekarang tu barang gak gerak gerak. Sedangkan paket gua yg lain baru 2 hari yang lalu udah hampir sampai, tapi paket yg ini gada perubahan. Tolong perbaiki pelayanan kalian itu https://t.co/k3HsHNcUcU",kali ini pelayanan kamu jelek bnget sumpah sampai sekarang tu barang tidak_gerak gerak sedangkan paket saya yang lain baru 2 hari yang lalu sudah hampir sampai tapi paket yang ini tidak_ada perubahan tolong perbaiki pelayanan kalian itu,3,Durasi Pengiriman Barang,0.5120053080201742,0.006987773393808672,0.006951853802223964,0.006990221751606399,0.5120053080201742,0.46008555872250856,0.006979284309678174
arjunakalah,"@ShopeeCare itu duit org loh. 
Kalian kurang data apalagi.? 
No rek BCA sudah tercantum. 
No hp juga ada. 
Ayo dong di selesaikan",itu duit orang loh kalian kurang_data apalagi nomor rek bca sudah tercantum nomor hp juga ada ayo di selesaikan,3,Durasi Pengiriman Barang,0.6498278000114206,0.12815074726777057,0.18011507027192827,0.013931030288513365,0.6498278000114206,0.014067288276853185,0.013908063883513969
MediaKonsumenID,"@grok tolong jelaskan kronologinya, kenapa klaim asuransi pengiriman untuk barang yang sudah diasuransikan bisa ditolak sepihak meski semua bukti sudah disertakan? Teruskan surat ini ke @ShopeeCare https://t.co/b06f9QEVGa",tolong jelaskan kronologinya kenapa klaim asuransi pengiriman untuk barang yang sudah diasuransikan bisa ditolak sepihak meski semua bukti sudah disertakan teruskan surat ini ke,4,Keluhan Status Pelacakan,0.6131846041810997,0.33870627301813294,0.011962670567515415,0.011987537511065387,0.01209898329466756,0.6131846041810997,0.012059931427519013
